City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,arkhangel'sk,64.5401,40.5433,-14.93,81,75,3.0,RU,1702314532
285,lospalos,-8.5186,127.0025,23.52,92,100,1.5,TL,1702314532
286,conceicao do araguaia,-8.2578,-49.2647,29.57,60,100,0.68,BR,1702314532
287,gadhada,21.9667,71.5667,21.96,27,43,3.77,IN,1702314532
288,djamaa,33.5339,5.9931,19.33,39,0,1.53,DZ,1702314532
289,paracuru,-3.41,-39.0306,28.95,54,60,6.82,BR,1702314532
290,chifeng,42.2683,118.9636,-14.83,65,25,0.51,CN,1702314533
291,quellon,-43.1167,-73.6167,11.57,94,100,0.4,CL,1702314533
292,novaya lyalya,59.055,60.599,-32.88,96,97,2.66,RU,1702314533
293,noble,35.1392,-97.3948,10.2,39,0,2.57,US,1702314321
294,bolnisi,41.4479,44.5384,7.77,93,100,1.91,GE,1702314533
295,skelleftea,64.7507,20.9528,-6.8,93,75,1.03,SE,1702314533
296,vila franca do campo,37.7167,-25.4333,18.27,99,11,5.21,PT,1702314534
297,muscat,23.6139,58.5922,24.01,57,93,1.47,OM,1702314404
298,tillaberi,14.2117,1.4531,28.67,13,0,4.81,NE,1702314534
299,dar chioukh,34.8964,3.4854,15.27,28,0,3.53,DZ,1702314534
300,el calafate,-50.3408,-72.2768,10.96,48,100,3.54,AR,1702314534
301,nova xavantina,-14.6667,-52.35,37.08,33,90,2.76,BR,1702314534
302,san antonio,29.4241,-98.4936,16.78,30,0,3.6,US,1702314377
303,edd,13.9297,41.6925,28.24,55,59,8.62,ER,1702314535
304,ujar,40.519,47.6542,11.1,71,100,3.56,AZ,1702314535
305,al wakrah,24.85,51.3333,22.05,54,75,3.95,QA,1702314281
306,cowra,-33.8333,148.6833,19.99,76,0,3.4,AU,1702314535
307,biltine,14.5333,20.9167,24.26,15,6,4.1,TD,1702314535
308,robore,-18.3333,-59.75,31.05,66,75,0.0,BO,1702314536
309,xilin hot,43.9667,116.0333,-18.06,98,93,1.4,CN,1702314536
310,betio village,1.358,172.9211,27.02,74,93,1.69,KI,1702314536
311,sarkand,45.41,79.9186,-7.6,97,100,1.08,KZ,1702314536
312,vila velha,-20.3297,-40.2925,29.97,76,75,5.66,BR,1702314536
313,nema,57.5067,50.5011,-22.59,88,74,4.88,RU,1702314537
314,chittaurgarh,24.8833,74.6333,17.32,38,12,1.79,IN,1702314439
315,conception bay south,47.4999,-52.9981,10.51,96,100,9.42,CA,1702314537
316,savannah,32.0835,-81.0998,12.23,54,0,4.12,US,1702314534
317,kinel',53.2333,50.65,-17.42,89,89,5.34,RU,1702314537
318,alofi,-19.0595,-169.9187,26.03,85,100,7.64,NU,1702314537
319,kirensk,57.7853,108.1119,-32.8,100,98,0.89,RU,1702314537
320,mhamid,29.82,-5.72,21.97,25,73,2.59,MA,1702314538
321,alaghsas,17.0187,8.0168,21.93,25,0,9.34,NE,1702314538
322,colonia,50.9333,6.95,10.49,84,75,2.57,DE,1702314353
323,ketchikan,55.3422,-131.6461,2.41,86,100,3.09,US,1702314538
324,elko,41.0002,-115.5012,-0.2,64,23,1.34,US,1702314538
325,vallenar,-28.5708,-70.7581,30.31,24,0,3.41,CL,1702314538
326,manaure,11.7751,-72.4445,31.33,54,1,11.3,CO,1702314538
327,soure,-0.7167,-48.5233,29.64,67,51,6.88,BR,1702314539
328,ostersund,63.1792,14.6357,-3.75,100,100,4.63,SE,1702314245
329,laascaanood,8.4774,47.3597,26.87,37,54,1.08,SO,1702314539
330,kalabo,-14.97,22.6814,26.22,50,100,0.5,ZM,1702314539
331,alliance,40.9153,-81.1059,0.78,80,69,6.5,US,1702314306
332,lompoc,34.6391,-120.4579,18.85,62,0,4.47,US,1702314539
333,lamu,-2.2717,40.902,27.12,86,68,4.58,KE,1702314465
334,argo,37.6333,22.7333,12.63,78,22,0.34,GR,1702314540
335,tazovsky,67.4667,78.7,-26.0,96,100,3.81,RU,1702314540
336,tralee,52.2704,-9.7026,10.14,93,75,3.6,IE,1702314372
337,inzhavino,52.3185,42.4937,-6.98,69,100,9.4,RU,1702314540
338,tsetserleg,47.475,101.4542,-22.69,97,72,0.23,MN,1702314540
339,marquette,46.5333,-87.6335,-3.15,79,43,4.47,US,1702314540
340,semporna,4.4818,118.6112,26.07,89,12,3.78,MY,1702314497
341,mandera,3.9366,41.867,32.62,33,93,2.72,KE,1702314541
342,kone,-21.0595,164.8658,22.27,76,95,1.46,NC,1702314410
343,changji,44.0167,87.3167,-8.56,86,100,1.0,CN,1702314541
344,maues,-3.3836,-57.7186,28.13,82,100,1.28,BR,1702314400
345,puerto san jose,13.9256,-90.8244,29.86,54,5,2.1,GT,1702314541
346,howard springs,-12.497,131.047,25.95,96,42,1.79,AU,1702314541
347,ikalamavony,-21.15,46.5833,25.93,62,77,2.97,MG,1702314542
348,trinidad,-14.8333,-64.9,35.3,46,98,0.65,BO,1702314542
349,umm ruwaba,12.9061,31.2158,28.41,10,72,4.39,SD,1702314542
350,thinadhoo,0.5333,72.9333,27.86,77,14,2.51,MV,1702314543
351,tura,25.5198,90.2201,15.59,85,0,1.47,IN,1702314543
352,sena madureira,-9.0656,-68.6569,37.57,34,97,1.43,BR,1702314543
353,shenjiamen,29.9576,122.298,9.96,78,94,10.35,CN,1702314543
354,chui,-33.6971,-53.4616,23.35,62,7,5.36,UY,1702314544
355,lemvig,56.5486,8.3102,2.33,97,100,7.05,DK,1702314544
356,cidreira,-30.1811,-50.2056,23.15,72,15,5.54,BR,1702314544
357,olyokminsk,60.3736,120.4264,-28.19,96,100,1.95,RU,1702314545
358,vostochnyy,55.8167,37.8667,-6.61,93,100,6.42,RU,1702314545
359,masterton,-40.9597,175.6575,11.6,91,63,1.66,NZ,1702314546
360,sona,45.4388,10.8255,6.29,93,40,0.51,IT,1702314328
361,tionk essil,12.7856,-16.5217,35.33,14,3,1.06,SN,1702314546
362,vadso,70.0744,29.7487,-6.91,79,75,6.17,NO,1702314546
363,newman,37.3138,-121.0208,8.47,74,13,1.91,US,1702314547
364,saipan,15.1355,145.701,27.39,83,40,4.12,MP,1702314547
365,okha,53.5739,142.9478,-20.2,91,99,10.92,RU,1702314547
366,mount gambier,-37.8333,140.7667,17.82,78,100,3.64,AU,1702314547
367,yaren,-0.5472,166.916,28.34,77,78,3.92,NR,1702314547
368,pula,44.8683,13.8481,11.31,87,100,0.51,HR,1702314548
369,san antonio de pale,-1.4014,5.6325,24.97,88,100,0.27,GQ,1702314548
370,lebu,-37.6167,-73.65,15.59,71,80,3.41,CL,1702314548
371,ocean city,39.2776,-74.5746,8.43,73,48,5.36,US,1702314526
372,mejit,10.2753,170.8646,27.0,71,43,9.07,MH,1702314549
373,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-17.46,78,100,5.86,RU,1702314549
374,yunfu,22.9306,112.0373,23.06,79,56,0.72,CN,1702314549
375,fortuna,40.5982,-124.1573,11.19,98,0,0.0,US,1702314549
376,hwange,-18.3693,26.5019,25.21,58,96,1.05,ZW,1702314550
377,marsh harbour,26.5412,-77.0636,24.54,77,97,6.76,BS,1702314550
378,churapcha,62.0025,132.4325,-33.89,100,99,1.76,RU,1702314550
379,kupino,54.3663,77.2981,-26.89,91,10,6.58,RU,1702314550
380,troitsko-pechorsk,62.7084,56.1964,-22.17,87,100,4.75,RU,1702314550
381,weno,7.4515,151.8468,27.97,83,100,1.54,FM,1702314551
382,mont-dore,-22.2833,166.5833,18.99,78,100,3.15,NC,1702314448
383,najran,17.4924,44.1277,16.36,25,51,1.68,SA,1702314551
384,arkalyk,50.2486,66.9114,-26.66,84,68,7.35,KZ,1702314551
385,sosnovo-ozerskoye,52.5249,111.5418,-36.28,100,40,0.51,RU,1702314551
386,cueramaro,20.6167,-101.7167,14.68,76,100,2.91,MX,1702314552
387,alice springs,-23.7,133.8833,12.75,62,0,1.54,AU,1702314552
388,brady,31.1352,-99.3351,14.03,28,0,4.12,US,1702314552
389,bestobe,52.4994,73.0975,-26.51,95,98,6.31,KZ,1702314552
390,touros,-5.1989,-35.4608,30.0,58,6,6.58,BR,1702314300
391,panaba,21.2833,-88.2667,25.11,58,98,6.48,MX,1702314553
392,shancheng,34.7953,116.0817,-2.75,93,98,2.73,CN,1702314553
393,duba,27.3513,35.6901,22.61,79,100,2.28,SA,1702314554
394,ta`u,-14.2336,-169.5144,26.67,88,90,8.71,AS,1702314554
395,dalbandin,28.8947,64.4101,15.37,22,53,2.3,PK,1702314554
396,kedougou,12.5579,-12.1743,35.67,9,66,2.1,SN,1702314554
397,sao gabriel da cachoeira,-0.1303,-67.0892,31.4,64,40,0.23,BR,1702314555
398,shitanjing,39.2342,106.3439,-2.73,42,0,4.1,CN,1702314555
399,homer,59.6425,-151.5483,2.94,83,100,4.12,US,1702314524
400,chernyshevskiy,63.0128,112.4714,-30.52,99,100,1.24,RU,1702314555
401,helena,46.5927,-112.0361,3.33,93,100,3.09,US,1702314334
402,horta,38.5333,-28.6333,16.8,72,40,5.14,PT,1702314556
403,yulinshi,38.2906,109.7494,-6.4,94,43,1.27,CN,1702314556
404,lake albert,-35.1667,147.3833,23.25,73,65,6.19,AU,1702314556
405,itoman,26.1247,127.6694,24.21,88,75,4.12,JP,1702314556
406,peace river,56.2501,-117.286,-9.64,87,93,2.76,CA,1702314557
407,bereket,39.2446,55.5154,1.87,54,16,7.13,TM,1702314557
408,jaisalmer,26.9147,70.9181,20.22,22,3,1.7,IN,1702314557
409,tari,12.4086,4.4914,27.66,14,1,4.81,NG,1702314557
410,abejorral,5.7893,-75.4273,24.17,51,44,0.19,CO,1702314558
411,puerto armuelles,8.2833,-82.8667,31.99,72,67,0.45,PA,1702314558
412,faya-largeau,17.9257,19.1043,21.37,27,0,5.97,TD,1702314558
413,kerikeri,-35.2268,173.9474,12.73,87,33,4.72,NZ,1702314558
414,el nido,11.1858,119.3956,27.32,77,79,2.82,PH,1702314558
415,ornskoldsvik,63.2909,18.7153,-5.47,93,100,1.54,SE,1702314559
416,al bawiti,28.3492,28.8659,15.72,46,0,4.15,EG,1702314559
417,plastun,44.7561,136.2939,-13.73,55,99,4.39,RU,1702314559
418,el granada,37.5027,-122.4694,13.26,77,0,0.0,US,1702314559
419,coahuayana de hidalgo,18.7,-103.6583,29.81,47,95,1.45,MX,1702314560
420,gobo,33.8833,135.15,17.53,90,95,10.86,JP,1702314560
421,linda,39.1277,-121.5508,14.21,84,0,0.0,US,1702314369
422,dinanagar,32.15,75.4667,12.72,33,4,2.29,IN,1702314560
423,rongelap,11.1635,166.8941,27.6,78,38,8.31,MH,1702314560
424,shizunai-furukawacho,42.3339,142.3669,-0.35,56,100,1.93,JP,1702314561
425,black point,-34.6187,137.8972,19.29,89,29,2.86,AU,1702314561
426,qamdo,31.1667,97.2333,-8.82,22,33,0.43,CN,1702314561
427,kittila,67.6647,24.8936,-12.92,85,100,1.54,FI,1702314562
428,enshi,30.3,109.4833,10.23,93,100,0.55,CN,1702314562
429,ust'-ilimsk,58.0006,102.6619,-35.99,100,49,0.45,RU,1702314456
430,saalfelden am steinernen meer,47.4268,12.848,5.83,32,100,1.11,AT,1702314562
431,selebi-phikwe,-21.979,27.8498,22.46,84,89,4.29,BW,1702314562
432,sao martinho,39.5144,-9.1311,18.49,87,100,2.68,PT,1702314563
433,pijijiapan,15.7011,-93.23,30.11,49,29,5.62,MX,1702314563
434,prado,-17.3411,-39.2208,28.97,54,47,6.98,BR,1702314563
435,andrushivka,50.0229,29.0202,0.43,91,88,3.87,UA,1702314563
436,yelizovo,53.1873,158.3805,-9.55,90,22,1.88,RU,1702314563
437,san jeronimo,-11.9472,-75.2829,17.11,54,40,3.78,PE,1702314564
438,rosario oeste,-14.8361,-56.4275,36.19,37,91,2.62,BR,1702314564
439,uturoa,-16.7333,-151.4333,26.97,76,57,9.49,PF,1702314564
440,bandarbeyla,9.4942,50.8122,25.64,74,72,9.45,SO,1702314564
441,flying fish cove,-10.4217,105.6791,24.82,78,40,3.6,CX,1702314565
442,narimanov,46.6927,47.8498,-5.03,57,55,9.23,RU,1702314565
443,san patricio,28.017,-97.5169,18.81,24,89,1.67,US,1702314565
444,bengkulu,-3.8004,102.2655,23.99,94,78,1.78,ID,1702314565
445,brownwood,31.7093,-98.9912,14.62,37,0,3.09,US,1702314566
446,fort st. john,56.2499,-120.8529,-8.06,73,75,2.57,CA,1702314321
447,luau,-10.7073,22.2247,19.94,97,94,1.43,AO,1702314278
448,rebrikha,53.0733,82.3408,-25.89,93,71,4.62,RU,1702314566
449,guarambare,-25.4833,-57.4667,30.76,52,6,3.26,PY,1702314566
450,alesund,62.4723,6.1549,0.97,81,0,3.6,NO,1702314566
451,zadonsk,52.3904,38.9261,-4.68,95,100,7.58,RU,1702314567
452,willemstad,12.1084,-68.9335,29.95,74,40,6.69,CW,1702314412
453,santa cruz,-17.8,-63.1667,32.7,55,75,3.6,BO,1702314567
454,tual,-5.6667,132.75,28.69,77,89,6.35,ID,1702314568
455,la jolla,32.8473,-117.2742,21.35,32,75,1.54,US,1702314568
456,puerto ayacucho,5.6639,-67.6236,33.36,50,84,0.84,VE,1702314568
457,dongdai,26.2419,119.6169,17.02,94,78,5.16,CN,1702314568
458,tarawa,1.419,172.984,27.05,94,40,0.51,KI,1702314568
459,ha'il,27.5219,41.6907,15.01,26,0,3.09,SA,1702314568
460,verkhnevilyuysk,63.4453,120.3167,-26.92,96,100,2.86,RU,1702314569
461,devrek,41.2192,31.9558,10.23,85,100,0.61,TR,1702314569
462,bandar-e anzali,37.4727,49.4622,14.06,85,100,3.33,IR,1702314569
463,gizo,-8.103,156.8419,27.18,78,100,2.54,SB,1702314569
464,along,28.1667,94.7667,13.0,79,1,0.77,IN,1702314449
465,west end,26.6833,-78.9667,23.99,77,98,9.51,BS,1702314570
466,ta'if,21.2703,40.4158,19.56,58,69,1.73,SA,1702314570
467,jimo,36.3897,120.4622,-2.24,86,98,3.49,CN,1702314571
468,general mosconi,-23.1851,-62.303,32.96,44,99,3.99,AR,1702314571
469,pratapgarh,24.0333,74.7833,18.17,45,87,2.16,IN,1702314571
470,klyuchi,52.2667,79.1667,-23.3,84,86,5.81,RU,1702314572
471,pingyin,36.2831,116.4453,-2.64,91,100,2.76,CN,1702314572
472,lone grove,34.1754,-97.2628,12.49,36,0,0.0,US,1702314572
473,semibratovo,57.3046,39.5369,-8.08,91,100,7.56,RU,1702314572
474,merizo village,13.2658,144.6691,26.31,91,87,5.76,GU,1702314572
475,colares,38.7992,-9.4469,18.52,94,75,6.26,PT,1702314573
476,portland,45.5234,-122.6762,10.4,95,100,2.57,US,1702314500
477,labytnangi,66.6572,66.4183,-25.74,98,100,3.9,RU,1702314573
478,aitape,-3.1374,142.3475,26.46,90,98,5.48,PG,1702314573
479,harper,4.375,-7.7169,28.1,72,30,3.53,LR,1702314573
480,remire-montjoly,4.9167,-52.2667,32.02,62,20,5.66,GF,1702314574
481,pitimbu,-7.4706,-34.8086,31.33,59,11,5.34,BR,1702314316
482,bloomingdale,27.8936,-82.2404,17.16,67,0,3.13,US,1702314574
483,kichmengskiy gorodok,59.9816,45.7854,-13.92,88,100,5.81,RU,1702314574
484,kingscliff,-28.2667,153.5667,21.52,88,100,0.0,AU,1702314574
485,yatou,37.15,122.3833,2.1,89,100,8.9,CN,1702314575
486,bafoulabe,13.8065,-10.8321,35.33,8,40,2.11,ML,1702314458
487,rincon,32.296,-81.2354,12.17,59,20,4.12,US,1702314575
488,mhangura,-16.8939,30.1683,27.29,35,66,0.58,ZW,1702314575
489,chinchani,19.8667,72.7,24.0,69,57,3.23,IN,1702314575
490,kedrovyy,56.1667,91.8167,-39.77,100,20,0.99,RU,1702314576
491,rodolfo sanchez taboada,31.7167,-116.5667,15.61,39,99,0.89,MX,1702314576
492,port douglas,-16.4833,145.4667,26.51,74,97,2.0,AU,1702314576
493,salalah,17.0151,54.0924,24.05,57,0,2.57,OM,1702314576
494,yuzhno-kurilsk,44.0306,145.8556,0.76,76,74,2.12,RU,1702314576
495,rameswaram,9.2833,79.3,27.63,77,87,9.15,IN,1702314577
496,andorra,42.5,1.5,11.54,70,99,2.12,AD,1702314577
497,znamensk,48.5842,45.7338,-5.63,40,100,8.69,RU,1702314577
498,carnarvon,-24.8667,113.6333,24.33,62,0,4.47,AU,1702314577
499,selfoss,63.9331,-20.9971,-1.09,96,75,1.74,IS,1702314577
500,guarapari,-20.6667,-40.4975,29.38,64,74,6.67,BR,1702314577
501,saint-joseph,-21.3667,55.6167,25.21,78,49,4.58,RE,1702314578
502,loa janan,-0.583,117.095,23.51,99,91,0.93,ID,1702314578
503,andovoranto,-18.95,49.1,25.85,88,7,2.15,MG,1702314578
504,bac lieu,9.285,105.7244,25.11,88,88,4.5,VN,1702314578
505,bardai,11.65,7.2333,22.72,19,5,4.54,NG,1702314578
506,la ronge,55.1001,-105.2842,-11.3,74,100,9.21,CA,1702314450
507,esmeralda,21.8525,-78.1169,30.94,51,99,1.96,CU,1702314379
508,medicine hat,50.0501,-110.6683,-0.71,56,99,3.21,CA,1702314579
509,aktobe,50.2797,57.2072,-24.95,64,0,7.0,KZ,1702314579
510,espumoso,-28.7247,-52.8497,26.93,54,0,2.27,BR,1702314579
511,kulhudhuffushi,6.6221,73.07,28.33,72,100,2.62,MV,1702314579
512,kourou,5.1552,-52.6478,32.03,64,25,4.12,GF,1702314579
513,greenville,35.6127,-77.3663,9.01,70,75,3.6,US,1702314341
514,gaiman,-43.2897,-65.4929,24.13,31,81,9.4,AR,1702314580
515,mount isa,-20.7333,139.5,27.87,36,75,6.17,AU,1702314580
516,bel ombre,-4.6167,55.4167,28.5,71,45,0.3,SC,1702314580
517,baikonur,45.6167,63.3167,-17.48,45,0,9.21,KZ,1702314580
518,nago,26.5881,127.9761,24.24,88,12,3.56,JP,1702314580
519,palu,-0.8917,119.8707,24.79,96,99,0.69,ID,1702314581
520,chilca,-12.5211,-76.7372,20.98,78,12,3.58,PE,1702314581
521,manokwari,-0.8667,134.0833,26.49,85,67,4.96,ID,1702314581
522,slutsk,53.0274,27.5597,-0.13,94,100,6.57,BY,1702314582
523,seme,15.1942,-12.9448,34.11,9,48,4.64,SN,1702314582
524,ust'-kulom,61.6864,53.6902,-21.9,87,81,4.43,RU,1702314583
525,rundu,-17.9333,19.7667,28.78,33,98,3.43,NA,1702314583
526,nemuro,43.3236,145.575,1.36,55,96,1.53,JP,1702314583
527,balykshi,47.0667,51.8667,-11.0,48,0,9.0,KZ,1702314583
528,castillos,-34.1667,-53.8333,23.42,60,11,5.44,UY,1702314583
529,lithgow,-33.4833,150.15,15.36,97,88,2.13,AU,1702314583
530,siwa oasis,29.2041,25.5195,14.16,78,25,5.33,EG,1702314584
531,yung shue wan,22.2333,114.1167,24.62,86,9,0.07,HK,1702314584
532,zavolzhsk,57.4823,42.1378,-9.81,92,100,5.9,RU,1702314584
533,kolpashevo,58.3131,82.9089,-31.05,96,23,2.68,RU,1702314584
534,ola,59.5833,151.2833,-8.05,94,100,5.15,RU,1702314584
535,pitkyaranta,61.5734,31.4792,-10.27,94,100,4.7,RU,1702314585
536,bikenibeu village,1.3673,173.1241,26.98,94,40,0.51,KI,1702314585
537,arraial do cabo,-22.9661,-42.0278,23.92,88,75,5.66,BR,1702314585
538,kimberley,-28.7323,24.7623,21.1,44,54,6.61,ZA,1702314585
539,naze,28.3667,129.4833,22.51,88,38,6.76,JP,1702314364
540,makhjan,17.2698,73.5003,22.94,77,5,0.88,IN,1702314585
541,barranca,-10.75,-77.7667,22.6,68,19,4.69,PE,1702314586
542,turpan,42.9333,89.1667,0.65,61,72,0.17,CN,1702314586
543,acarau,-2.8856,-40.12,31.47,54,71,8.78,BR,1702314586
544,sarakhs,36.5449,61.1577,9.51,56,64,6.48,IR,1702314586
545,nantucket,41.2835,-70.0995,8.33,100,100,7.72,US,1702314586
546,yemetsk,63.4721,41.7941,-12.28,93,100,4.17,RU,1702314586
547,recani,31.2846,-4.2688,20.3,31,98,1.72,MA,1702314587
548,nizhniy odes,63.6445,54.856,-20.35,89,99,5.43,RU,1702314587
549,tarquinia,42.2482,11.7553,14.89,91,99,7.99,IT,1702314587
550,pontianak,-0.0333,109.3333,24.99,100,75,1.54,ID,1702314587
551,isangel,-19.55,169.2667,22.72,69,100,6.07,VU,1702314587
552,lerwick,60.1545,-1.1494,5.0,78,100,4.35,GB,1702314588
553,vernon,50.2581,-119.2691,2.94,91,94,0.89,CA,1702314588
554,roma,43.2128,-75.4557,2.84,90,100,8.75,US,1702314588
555,grums,59.3466,13.1091,-0.72,93,100,4.12,SE,1702314588
556,chernyshevsk,52.5243,117.0174,-35.0,100,9,0.6,RU,1702314588
557,humen,22.819,113.6731,24.24,74,4,0.93,CN,1702314588
558,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,100,40,1.03,ID,1702314589
559,aykhal,66.0,111.5,-26.36,98,100,1.96,RU,1702314589
560,nelson bay,-32.7167,152.15,21.67,95,1,4.47,AU,1702314589
561,platteville,42.7342,-90.4785,-1.03,75,75,3.09,US,1702314589
562,mancio lima,-7.6142,-72.8958,24.81,89,100,0.96,BR,1702314566
563,tingi,-11.3,35.0333,20.92,82,93,3.16,TZ,1702314590
564,kamaishi,39.2667,141.8833,6.88,86,100,2.87,JP,1702314590
565,ciutadella,40.0011,3.8414,16.45,87,97,4.34,ES,1702314590
566,midvagur,62.0511,-7.1939,4.46,93,75,2.57,FO,1702314564
567,la rinconada,37.4873,-5.9826,19.47,76,0,1.03,ES,1702314590
568,barakani,-12.1356,44.4317,27.58,78,80,3.37,KM,1702314590
569,ceeldheer,3.8488,47.1806,27.17,76,98,7.87,SO,1702314591
